DEBUG 2024-10-11 17:07:41,803 autoreload File E:\musicweb\musicenv\Lib\site-packages\numpy\lib\_index_tricks_impl.py first seen with mtime 1728063109.3353593
DEBUG 2024-10-11 17:07:41,804 autoreload File E:\musicweb\musicenv\Lib\site-packages\PIL\_typing.py first seen with mtime 1728063107.811352
DEBUG 2024-10-11 17:07:41,804 autoreload File E:\musicweb\musicenv\Lib\site-packages\numpy\_core\memmap.py first seen with mtime 1728063109.4757395
DEBUG 2024-10-11 17:07:41,804 autoreload File C:\Users\91813\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py first seen with mtime 1675769062.0
DEBUG 2024-10-11 17:07:41,804 autoreload File C:\Users\91813\AppData\Local\Programs\Python\Python311\Lib\asyncio\futures.py first seen with mtime 1675769062.0
DEBUG 2024-10-11 17:07:41,805 autoreload File E:\musicweb\musicenv\Lib\site-packages\numpy\lib\_shape_base_impl.py first seen with mtime 1728063109.3383608
DEBUG 2024-10-11 17:07:41,805 autoreload File C:\Users\91813\AppData\Local\Programs\Python\Python311\Lib\queue.py first seen with mtime 1675769062.0
DEBUG 2024-10-11 17:07:41,808 autoreload File E:\musicweb\musicenv\Lib\site-packages\django\contrib\auth\models.py first seen with mtime 1727700280.9621098
DEBUG 2024-10-11 17:07:41,808 autoreload File E:\musicweb\musicenv\Lib\site-packages\django\conf\__init__.py first seen with mtime 1727700280.612614
DEBUG 2024-10-11 17:07:41,808 autoreload File C:\Users\91813\AppData\Local\Programs\Python\Python311\Lib\operator.py first seen with mtime 1675769062.0
DEBUG 2024-10-11 17:07:41,809 autoreload File C:\Users\91813\AppData\Local\Programs\Python\Python311\Lib\asyncio\runners.py first seen with mtime 1675769062.0
DEBUG 2024-10-11 17:07:41,809 autoreload File C:\Users\91813\AppData\Local\Programs\Python\Python311\Lib\asyncio\constants.py first seen with mtime 1675769062.0
DEBUG 2024-10-11 17:07:41,809 autoreload File E:\musicweb\musicenv\Lib\site-packages\django\contrib\admin\views\autocomplete.py first seen with mtime 1727700280.8873777
DEBUG 2024-10-11 17:07:41,809 autoreload File E:\musicweb\musicenv\Lib\site-packages\sqlparse\formatter.py first seen with mtime 1727700280.2875154
DEBUG 2024-10-11 17:07:41,809 autoreload File C:\Users\91813\AppData\Local\Programs\Python\Python311\Lib\importlib\resources\__init__.py first seen with mtime 1675769062.0
DEBUG 2024-10-11 17:07:41,809 autoreload File E:\musicweb\musicenv\Lib\site-packages\pyparsing\util.py first seen with mtime 1728063107.5955305
DEBUG 2024-10-11 17:07:41,809 autoreload File E:\musicweb\musicenv\Lib\site-packages\django\contrib\auth\forms.py first seen with mtime 1727700280.9601066
DEBUG 2024-10-11 17:07:41,809 autoreload File E:\musicweb\musicenv\Lib\site-packages\mpl_toolkits\mplot3d\axis3d.py first seen with mtime 1728063119.612337
DEBUG 2024-10-11 17:07:41,809 autoreload File E:\musicweb\musicenv\Lib\site-packages\matplotlib\bezier.py first seen with mtime 1728063119.5138521
DEBUG 2024-10-11 17:07:41,809 autoreload File C:\Users\91813\AppData\Local\Programs\Python\Python311\Lib\struct.py first seen with mtime 1675769062.0
